,question,answer,ref,doc_id,dial_id
424,How do I get a motorcycle license?,"In order to drive a motorcycle, every New York resident must have a Class M or Class MJ driver license or learner permit which entitles them to drive a motorcycle","[{'sp_id': '2', 'label': 'solution'}]",Get a motorcycle license#1_0,ac248f89bd3e5c753764c9037135e31c
3131,"Not right now, thank you.","Would you like to have more information regarding to how to avoid losing your facility license, registration or certification?","[{'sp_id': '54', 'label': 'precondition'}]",A Guide for Facilities:#3_0,83925c8453f2e14b6ee66e48652fee78
1572,Does it prevent general premium increases?,"PIRP does not prevent general premium increases , or premium increases due to violations or accidents","[{'sp_id': '12', 'label': 'solution'}, {'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}]",How insurance premium reduction works#3_0,f65b18e82869449704d72f458cc9bcee
1194,What if I was self-certified?,All CDLs must pass NY State and Federal regulations.,"[{'sp_id': '79', 'label': 'solution'}, {'sp_id': '80', 'label': 'solution'}, {'sp_id': '81', 'label': 'solution'}]",New CDL testing and commercial learner permit (CLP) standards#3_0,d4cbf2519aac9a55ad2e87d50e92f8f0
509,"Umm, is there any way to receive reminders for this type of procedures?","Yes, there is. Use MyDMV and go to Get Mail and / or text reminders.","[{'sp_id': '71', 'label': 'solution'}]",Medical Certification FAQ's#3_0,04b6cd7046fee219bbc7b9484a18e49f
1401,I want to personalize my plates,"good, you can personalize picture plates for a fee","[{'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}]",Learn about personalized plates#3_0,4c0dc30fe2979b3e0f513ae058bb8d3a
1269,Where can I call for more info,"You can call the DMV Office of Vehicle Safety and Clean Air at 1 - 518 - 474 - 4653 to get the form , or call 1 - 518 - 474 - 0919 to get more information","[{'sp_id': '13', 'label': 'solution'}]",Amend or replace a business license for a repair or body shop#3_0,b8d3fff9057ebc384ee81a930a601971
3731,Yes,There are a variety of circumstances under which you can replace or transfer custom plates.,"[{'sp_id': '3', 'label': 'solution'}]",Replace or transfer personalized plates#1_0,68418c157705fc1e0f2284d3156b7468
1228,How do I get my expiration date?,It is printed on your license.,"[{'sp_id': '7', 'label': 'solution'}]",Renew Driving School License#3_0,54ea3c7f396f455efcd35e598d70715b
3685,Hello. I'm searching for some information to signing to the site of the dmv.,Has you been redirected to the welcome to mydmv page?,"[{'sp_id': '2', 'label': 'precondition'}]",Signing in to MyDMV#1_0,367a61f8ed59cf056f6c6608d94cc053
843,what if i plead not guilty?,your case wull be heard by a dmv administrative law judge,"[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]",Traffic Violations Bureau#3_0,6c297da809ae952d0db124f0e6c4a39d
503,"Ah, certainly sounds great. I'll sign up later. Other thing, i'm not so good with dates, is any way you can remind me when some of my documents is about to expire?","No problem. DMV take care about that, sending you reminders about your CDL and medical certifications status and related information, including expiration dates.","[{'sp_id': '69', 'label': 'solution'}]",Medical Certification FAQ's#3_0,ce2d6c4e3fc31982a61f38cc3e2ef37f
3494,"Yes, I do.",In that case a plea of guilty to a violation that results in 5 or more points may result in the revocation of your license under Part 132 of the Commissioner's Regulations. You may want to consult with an attorney before entering your plea. ,"[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]",Tickets received in New York City#3_0,d22dbade589f566a8f9ab72058c2040d
1181,Can the NY State reject my application if I have an open suspension in another state?,Yes. With the CDL Permit Rule the NY State can check for open suspensions and revocations in other states and reject any application if it finds open suspensions.,"[{'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}]",New CDL testing and commercial learner permit (CLP) standards#3_0,7f00fe1e9a79b8fbac86c05cec4254b4
552,"Hello, I need to replace my title certificate. But I'm busy at work almost every day so I can't go to DMV, so I want to do that by mail, I already tried but I think I messed up. Could you help me with that?",Did you aready send any documents to DMV?,"[{'sp_id': '44', 'label': 'precondition'}]",Replace a title certificate#1_0,8fdd20474425a2e6d5df3f57a70cdd4b
560,"Ok. And what about if i apply for a title certificate, instead?","For that scenario, You'll need to complete form MV-82TON or Application for Title Only. Make sure you read instructions carefully and follow them with accuracy.","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",Replace a title certificate#1_0,1809dc8b770016741d9ab630db0a8e7e
3345,is it all the same if my Titan is leased?,If your pick-up is leased you must submit a certification provided by the leasing company or owner of the pick-up truck which states that the truck will not be used for commercial purposes.,"[{'sp_id': '48', 'label': 'solution'}]",Register a pick-up truck as 'passenger' class vehicles#1_0,ccacb093e1465617bcd07ccabbb15498
1744,How can I change my out-of-state driver's license," You must exchange your - out - state driver license from another U.S. state or territory , federal district or Canadian province within 30 days of becoming a resident of New York ","[{'sp_id': '2', 'label': 'solution'}]",Exchange your out-of-state driver license#1_0,e6e874c70b276a50611ed7a5f0e57b7a
605,"I see. A little process, huh?. Ok, i'll check that out. Now, what happens if i have a license, but such license was issued by another state?","If you have a license under that condition, you must notify the DMV's Bus Driver Unit by writing in a 10 days period in order to change your address shown in your license. You must include your name, DMV ID Number, Client and  ID Number, aside your old address and the new.","[{'sp_id': '58', 'label': 'solution'}, {'sp_id': '59', 'label': 'solution'}]",Escort driver certification#1_0,7eb860cd64b5608d3ce6a7712ba81db7
444,Yes I am,"You can still register a vehicle in New York, provided you meet the registration requirements","[{'sp_id': '61', 'label': 'precondition'}]",Register a vehicle I bought at a sheriff or marshal auction#3_0,d3f0bfb4f13a3b026553daa2ec564ef4
1937,Not for the army but I have experience on driving commercial vehicles.,Do you know the requirements you need to meet for this kind of waiver?,"[{'sp_id': '4', 'label': 'precondition'}]",Get a military skills test waiver#1_0,f684a53c005e87685b2d1884c7452b54
218,Thank you.  Do I have to pay use tax?,"For some counties outside of New York City, there is a use tax.  Refer to the chart.","[{'sp_id': '35', 'label': 'solution'}, {'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",4c0ce77d02f128ff3ee14ca46b5074ed
3202,"Goof afternoon. I heard that you offer the possibility to change a name in a vehicle's tittle on your offices, is that right?","That information is correct. All you need to do is to bring to any DMV's office a completed Form MV-82 or Form MV-82TON. In both cases, it applies to Vehicle or Title registration.","[{'sp_id': '21', 'label': 'solution'}]",Change name on title after lease buyout#3_0,fb302fb21ec71ec8a87c6ac1fcbcee9f
1328,Why do you need proof of identity and my date of birth?,Do you wish to register an ATV?,"[{'sp_id': '45', 'label': 'precondition'}]",ATVs: Information for Owners and Operators#3_0,f15d234d0915ce8e18daad5ba988713e
740,"I still haven't received my driver's license, can I use my learner's permit from another state?",Yes as long as it is from one of the Tri-States.,"[{'sp_id': '34', 'label': 'solution'}]",Register a moped#1_0,229f967e737260408006b7318cc948cf
3886,Where can I find additional information about this particular topic?,More information about this topic can also be found under DMV Records on our website.,"[{'sp_id': '29', 'label': 'solution'}]",Get a vehicle registration or title record (abstract)#1_0,8c85198e9bc1c95b4672b58c778753c0
209,"Hello, I want to know about county use taxes and supplemental fees.",these are taxes that all commercial vehicles must pay as residents of New York City and other counties in New York. This is a vehicle use tax that the DMV collects for the city and the counties.,"[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",727b6d5ade4048f00b5cfa5a95a80360
3992,I can get access to to the dmv records?,"Yes, you can access to them too.","[{'sp_id': '75', 'label': 'solution'}]",Get an Accident Report#1_0,40b215c13e41e6b589c0f263fa24ff4c
3021,"No, it's getting ready to expire at the end of the month.","So, it hasn't expired yet. Am I correct?","[{'sp_id': '34', 'label': 'precondition'}]",Renew a business license or registration#1_0,c305f5c619f4be153687e4d1b8c74993
2997,And what should I do when I close the account?,"Be sure to let us know what you want the remaining balance, if any, to do to your account.","[{'sp_id': '106', 'label': 'solution'}]",Escrow accounts#3_0,5447cd34f7565f790ef620606db95c5e
3110,"Hi, I'd like to know if I can get a temporary HazMat endorsement before the background checks are completed?",No. We cannot issue the HazMat endorsement until the background checks are completed and approved.,"[{'sp_id': '46', 'label': 'solution'}, {'sp_id': '47', 'label': 'solution'}, {'sp_id': '48', 'label': 'solution'}]",Get a  hazardous materials (HazMat) endorsement#3_0,6f0390a38a76140e6884b8d7480b304a
1499,"How do I get a copy of a TVB ticket?
","Can you go online?
","[{'sp_id': '2', 'label': 'precondition'}]",Get a copy of a TVB ticket#1_0,14b0253435c1520653fb2bb107a7496a
3545,"No, not yet. I just wanted to figure out how things work first.",Are you planning to change your address online through MyDMV?,"[{'sp_id': '13', 'label': 'precondition'}]",How to change your address#1_0,0d678baa35337f415345d0b1b291e761
3792,And what do I need to register to vote online?,"To register to vote online you will need your NYS Driver License, Permit or Non-Driver ID.","[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]",Voter Registration Application Frequently Asked Questions#1_0,b93ea415bc561ff50a5138400c7cd0a3
3461,I just bought an ATV and I need help with getting it registered.,I can help you with that. Do you need information on what types of vehicles are considered an all terrain vehicle?,"[{'sp_id': '2', 'label': 'precondition'}]",Register an ATV#1_0,f8705f3661db38ae0e0565275bee3411
2964,"If I want to get a New York driver's license, what should I do?","When you pass your driving test, you must submit your foreign driver's license to the DMV driving test examiner. The local DMV office will destroy your foreign driver's license after 60 days.","[{'sp_id': '98', 'label': 'solution'}, {'sp_id': '99', 'label': 'solution'}]",Get a driver license#1_0,cdc220538442a011edcd39f4bb1849a2
1734,"Oh, I see. And can you tell me more about the new CDL restrictions?",New CDL restrictions are defined by the Federal Motor Carrier Safety Administration FMCSA are available on our website and may affect CLP holders when taking a Skills Test in a vehicle without full airbrakes and/or a manual transmission.,"[{'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}, {'sp_id': '54', 'label': 'solution'}]",Get a CDL#1_0,990289eaa47fe69a5b2cda133cf899c9
