question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
How do I go about getting customized plates?,"The I LOVE NY Adventure Custom Plates viewable here [ 2 ] are available to individuals that hold a currently valid NYS Department of Environmental Conservation DEC issued Sporting License and/or a NYS Office of Parks , Recreation and Historic Preservation Parks issued Empire Passport .",by completing the Application for Custom Plates [3] CP-30 and mailing it to,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]","by completing the Application for Custom Plates [3] CP-30 and mailing it to the Custom Plates Unit at NYS Department of Motor Vehicles, Custom Plates Unit, P.O. Box 2775 , Albany , NY 12220. To obtain the I LOVE NY Adventure Custom Plates for a motorcycle registration class, you must order them by mail , no online ordering is possible. A copy of your driver license and a copy of your sporting license or Empire Passport must accompany the application form. Adventure Custom Plates cannot be",NYS Adventure License and Adventure Custom Plates#3_0,1fc95b41fa1b8e1fc4ef6d5163d82efb
"I lost my plate, what should I do?",You have to report your lost plate and surrender the registration to the DMV. The DMV will issue you a new registration and plate.,no,"[{'sp_id': '61', 'label': 'solution'}, {'sp_id': '62', 'label': 'solution'}]","Do I need to surrender the registration if the plates are lost, destroyed or stolen?",Surrender (return or turn in) your plates to the DMV#3_0,7b12a88d3fefc83153d143495691f35b
"No, nothing like that.","It was alcohol or drug related, then?","No, it's not like that.","[{'sp_id': '7', 'label': 'precondition'}]","Convictions for criminal negligence, homicide or assault 
The New York State DMV records the out - of - state convictions of any New York driver for criminal negligence, homicide, or assault, which arise out of the operation of a motor vehicle and which results in death. As a result of any of these convictions , your NY State Driver License will be revoked.",Tickets received in another state#3_0,e3a3d5fbdb896d22f5530a70e5d194ca
What else will the DMV suspend?,The DMV will also suspend all vehicle registrations of a company and the privilege to register another vehicle.,all vehicle registrations of the company,"[{'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}, {'sp_id': '21', 'label': 'solution'}]","Will the DMV suspend the driver license and all of the registrations of a person who has an unsatisfied judgment against them? 
Yes. The DMV will suspend the license and registrations if the person fails to pay or satisfy a judgment of more than $1,000 and the judgment is related to a motor vehicle accident, collision or crash which causes property damage, bodily injury or death. The DMV will also suspend all vehicle registrations of the company the privilege to register another vehicle",Unsatisfied Judgments#3_0,9e5142fc595753f231020cf7eb593a25
Yes,"If you fail the written test or background checks, the DMV will issue a CDL that does not have a HazMat endorsement.",Can I get a temporary HazMat endorsement before the background checks are complete?,"[{'sp_id': '53', 'label': 'solution'}]","Can I get a temporary HazMat endorsement before the background checks are complete? 
No. We cannot issue the HazMat endorsement until the background checks are completed and approved. The DMV will provide a CDL with the HazMat endorsement that is valid for 90 days only if you applied to renew a current NY State CDL with a HazMat endorsement the background checks are not completed and approved before the endorsement expires.",Get a  hazardous materials (HazMat) endorsement#3_0,29a6a2792329ee6a4c2b6844fd959fd0
"Hello, there are a few things I need to know about replacing IRP registration items. Can you help me out?",Of course. Do you wish to replace IRP registration items that are lost or stolen?,"To replace IRP registration items that are lost or stolen, you must apply to the International","[{'sp_id': '2', 'label': 'precondition'}]","Replace IRP registration items[1] 
To replace IRP registration items that are lost or stolen , you must apply to the International Registration Bureau IRB. 

Apply to get replacement IRP registration items by mail",Replace IRP registration items#1_0,07a5de27fc538162f626df4d8d10a765
I need more information, your New York State driver license will be revoked for at least 90 days . Out - of - state drivers ticketed in New York State should contact the Motor Vehicle Department of their own state or province about the effect of a conviction in New York State,What is the New York State DMV?,"[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]","Convictions for criminal negligence, homicide or assault 
The New York State DMV records the out - of - state convictions of any New York driver for criminal negligence, homicide, or assault, which arise out of the operation of a motor vehicle and which results in death. As a result of any of these convictions , your NY State Driver License will be revoked.",Tickets received in another state#3_0,29c606f9451cca3af0006d890a09c7fe
How can I verify my browser compatibility?,You can verify your browser compatibility by visiting https://encryption.ny.gov/,visit https://encryption.ny.gov/ [6],"[{'sp_id': '72', 'label': 'solution'}]","Note on browser compatibility 
We are upgrading our security protocols to better protect your data. To verify your browser is compatible to continue using any of the state's government websites , please visit https://encryption.ny.gov/ [6]. If your browser is not currently compatible , please update it to the newest version.",DIAL-IN search accounts#3_0,47871f98e5844e0624fb4a9322c3ddf9
How do I get an insurance premium reduction?,The course sponsor will mail you a completion certificate within 45 business days after you complete the classroom course or 14 business days after you complete an online course ,You can get a reduction in your insurance premium by lowering your deductible.,"[{'sp_id': '3', 'label': 'solution'}]",How do I get the insurance premium reduction?,How insurance premium reduction works#3_0,7909cf7fa6d150206f8f07a1cea52732
What if it is for out of state roccorunces?,"It may be different for each state or county, the court s address and phone number are recorded as provided by the issuing jurisdiction",court s address and phone number are recorded as provided by the issuing jurisdiction,"[{'sp_id': '87', 'label': 'solution'}]","On the "" Lifetime "" driving record , the "" Suspensions and Revocations "" section is divided into two sub - sections, "" Non - Scofflaws "" and "" Scofflaws "". Non - scofflaws and Scofflaws will be listed separately, in order by effective date, from newest to oldest. For out of state courts , the court s address and phone number are recorded as provided by the issuing jurisdiction. Non - scofflaws : The type of sanction imposed suspension or revocation which results from reasons other than failure",Lifetime driving records#3_0,2e3fc5b66f4263c072e9ac93bdacc7ca
what do I bring with me to the DMV when I register?,You should have your completed registration application and any additional documents that you will need,yes,"[{'sp_id': '68', 'label': 'solution'}]","Do it at the DMV: 
Bring your completed registration application and additional documents to a local DMV office [3]. Make a reservation online before visiting DMV offices in New York City, Westchester, Nassau, Suffolk, Rockland, Onondaga or Monroe Counties. Make a Reservation [6 ] 

Show ""do it online"" button in megamenu: 


Topic: 
Registration [7 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Register a pick-up truck as 'passenger' class vehicles#1_0,ccacb093e1465617bcd07ccabbb15498
Yes,"For a Class D, DJ Class, and Class E driver's license, the expiration date of your learner's permit becomes the expiration date of your driver's license. Together, the learner's permit and driver's license are valid for a maximum of 5 years.",No,"[{'sp_id': '81', 'label': 'solution'}, {'sp_id': '82', 'label': 'solution'}]","a room or other similar place in NY State for 90 days is considered "" presumptive evidence "" that you are a resident of New York State. A police officer can use this as evidence to issue a traffic ticket if you drive in New York State without a New York State driver license or vehicle registration. A judge considers the law and the evidence of your intent and decides if you are a resident of New York State. If you pay taxes or your children attend school in another state , a judge considers",Get a driver license#1_0,cdc220538442a011edcd39f4bb1849a2
not,committed the violation In another part of the state of New York?,criminal,"[{'sp_id': '45', 'label': 'precondition'}]","DMV s Traffic Violations Bureau TVB processes tickets for non - criminal moving traffic violations issued in the five boroughs of New York City. 1 For more information about the TVB , you can read our brochure [1].",Tickets received in New York City#3_0,edd3de6d29573be97ed56d9afa002316
